year,county_name,fips,total_pop,total_pop_15to64,total_jail_pop,female_jail_pop,male_jail_pop,jail_rated_capacity,total_jail_pretrial,total_jail_sentenced,total_jail_adm,black_jail_pop,latinx_jail_pop,white_jail_pop,aapi_jail_pop,native_jail_pop,total_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,latinx_prison_pop,white_prison_pop,aapi_prison_pop,native_prison_pop,total_prison_pop_rate,total_prison_adm,total_incarceration,total_incarceration_rate,fiscal_year_ending,total_governmental_expenditures,public_protection_expenditures,public_protection_pct_of_govt_expenditures,probation_expenditures,felony_probation,misdemeanor_probation,total_probation
2013,Lake,06033,64921.0,41077.0,314.0,46.6,267.6,286.0,197.0,117.0,4276.0,20.8,49.5,209.1,5.4,23.1,764.4,316.0,13.0,303.0,33.0,39.0,209.0,0.0,31.0,769.3,128.0,597.2,1453.8,2013,110052632,33539193,30.48,3139788,742,172,914
2014,Lake,06033,65543.0,40900.0,344.0,52.4,295.6,286.0,202.6,141.4,4996.0,20.8,57.6,237.7,4.9,26.2,841.1,324.0,8.0,316.0,33.0,41.0,211.0,0.0,32.0,792.2,113.0,555.2,1357.6,2014,120025015,36007279,30.0,3183253,722,149,871
2015,Lake,06033,66162.0,40745.0,283.0,45.0,226.5,286.0,89.1,193.9,4033.0,14.5,48.8,186.3,2.2,18.6,694.6,334.0,12.0,322.0,38.0,39.0,222.0,0.0,28.0,819.7,126.0,607.6,1491.3,2015,114762883,35871480,31.26,2744103,618,141,759
2016,Lake,06033,66146.0,40312.0,280.2,49.1,231.9,286.0,130.7,149.6,4279.0,14.2,40.3,201.8,2.4,21.0,695.2,341.0,9.0,332.0,31.0,46.0,221.0,0.0,38.0,845.9,137.0,621.2,1541.1,2016,134980355,38668159,28.65,3447119,543,82,625
2017,Lake,06033,66706.0,40310.0,295.2,57.6,238.7,286.0,165.8,129.4,4430.0,17.4,39.6,212.5,3.0,24.2,732.4,350.0,9.0,341.0,26.0,48.0,233.0,,38.0,868.3,155.0,645.2,1600.7,2017,126088302,38060607,30.19,4377129,520,100,620
2018,Lake,06033,67435.0,40365.0,297.5,61.5,241.5,286.0,145.7,151.8,4318.0,21.2,46.8,207.6,2.9,22.6,737.0,341.0,17.0,324.0,27.0,48.0,225.0,,34.0,844.8,130.0,638.5,1581.8,2018,125653098,37558632,29.89,4065955,601,99,700
2019,Lake,06033,67864.0,40282.0,272.5,50.9,223.4,286.0,135.5,137.0,3597.0,15.3,43.0,186.9,2.3,19.3,676.5,315.0,16.0,299.0,,51.0,192.0,,36.0,782.0,121.0,587.5,1458.5,2019,159965743,41932963,26.21,3839333,553,83,636
2020,Lake,06033,68195.0,40124.0,207.3,29.5,170.5,288.1,97.9,109.4,2906.0,9.1,33.1,131.1,1.3,18.2,516.7,,,,,,,,,,,,,2020,154806484,41987035,27.12,4557966,503,40,543
2021,Lake,06033,68584.0,40183.0,178.2,22.7,151.8,296.3,98.5,79.7,2477.0,12.2,26.1,110.1,1.1,18.6,443.6,,,,,,,,,,,,,2021,170563450,46445151,27.23,4364075,370,16,386
2022,Lake,06033,68191.0,39520.0,210.5,33.4,177.8,297.0,134.5,76.0,3139.0,17.1,27.9,137.5,1.7,22.7,532.6,,,,,,,,,,,,,2022,178098924,50302224,28.24,4697602,421,11,432
2023,Lake,06033,68191.0,39520.0,223.2,38.0,183.5,297.0,133.5,156.5,3489.0,13.9,33.4,146.4,1.9,24.1,564.9,,,,,,,,,,,,,2023,207690332,52320504,25.19,5533376,429,12,441
2024,Lake,06033,68191.0,39520.0,199.0,,,297.0,,199.0,3514.0,,,,,,503.5,,,,,,,,,,,,,2024,229843278,55786997,24.27,5529558,388,13,401
2000,Lassen,06035,33719.0,24667.0,113.2,23.8,93.0,270.9,58.4,54.9,1853.0,3.5,12.8,87.4,2.5,7.0,459.1,184.0,16.0,168.0,13.0,23.0,134.0,,11.0,745.9,155.0,188.4,763.9,,,,,,,,
2001,Lassen,06035,33548.0,24579.0,115.0,20.1,89.4,245.9,59.3,55.7,1828.0,3.5,13.0,88.8,2.6,7.1,467.9,185.0,23.0,162.0,15.0,23.0,129.0,,14.0,752.7,159.0,206.6,840.7,,,,,,,,
2002,Lassen,06035,33430.0,24615.0,114.0,23.7,90.3,220.9,58.8,55.2,2059.0,3.5,12.9,88.0,2.5,7.0,463.1,207.0,20.0,187.0,16.0,25.0,152.0,,10.0,841.0,188.0,251.5,1021.7,,,,,,,,
2003,Lassen,06035,33930.0,25101.0,120.2,25.4,97.1,195.9,62.0,58.3,2064.0,3.7,13.6,92.8,2.7,7.4,479.1,190.0,16.0,174.0,17.0,27.0,134.0,,,756.9,148.0,264.6,1054.0,2003,44920047,13159881,29.3,739656,234,313,547
2004,Lassen,06035,34458.0,25667.0,83.5,19.9,72.4,170.9,43.0,40.5,2144.0,2.6,9.5,64.5,1.9,5.2,325.3,173.0,16.0,157.0,18.0,22.0,119.0,,,674.0,139.0,234.6,914.2,2004,49720658,15297496,30.77,935495,297,240,537
2005,Lassen,06035,34488.0,25910.0,83.2,19.4,66.1,150.7,34.1,49.1,2371.0,2.7,10.1,66.0,1.9,4.8,321.3,154.0,10.0,144.0,18.0,24.0,102.0,,,594.4,123.0,234.8,906.1,2005,50224041,16795656,33.44,1063113,214,171,385
2006,Lassen,06035,34605.0,26062.0,90.2,17.5,71.3,150.0,23.6,66.6,2039.0,3.0,11.2,69.6,2.0,4.5,346.3,168.0,9.0,159.0,22.0,28.0,106.0,,,644.6,151.0,257.4,987.6,2006,50720058,16410021,32.35,1060182,206,172,378
2007,Lassen,06035,35615.0,27080.0,101.2,14.8,80.7,150.9,26.5,74.7,2068.0,3.4,12.6,78.1,2.2,5.0,373.9,189.0,17.0,172.0,22.0,32.0,120.0,,,697.9,151.0,289.5,1069.1,2007,56717348,18059275,31.84,1071162,355,188,543
2008,Lassen,06035,35221.0,26666.0,85.5,15.8,68.5,151.7,22.4,63.1,1842.0,2.8,10.6,65.9,1.9,4.3,320.6,185.0,16.0,169.0,20.0,41.0,109.0,,13.0,693.8,144.0,269.9,1012.1,2008,59944298,18707930,31.21,972949,326,156,482
2009,Lassen,06035,35160.0,26583.0,82.8,17.7,65.5,152.6,21.7,61.1,1790.0,2.7,10.3,63.8,1.8,4.1,311.3,162.0,13.0,149.0,17.0,39.0,94.0,,,609.4,119.0,244.3,918.9,2009,62408611,18420731,29.52,1200908,273,140,413
2010,Lassen,06035,34858.0,26359.0,63.5,13.0,55.5,153.5,16.6,46.9,1675.0,2.1,7.9,49.0,1.4,3.2,240.9,154.0,10.0,144.0,16.0,38.0,86.0,,,584.2,112.0,217.1,823.8,2010,57098505,18509945,32.42,1416460,234,94,328
2011,Lassen,06035,34568.0,26213.0,82.0,16.3,64.9,154.4,21.5,60.5,1714.0,2.7,10.2,63.2,1.8,4.1,312.8,145.0,7.0,138.0,15.0,34.0,81.0,,,553.2,85.0,226.8,865.1,2011,56248429,17708849,31.48,1417296,153,86,239
2012,Lassen,06035,34213.0,25827.0,116.8,24.1,91.9,155.2,30.6,86.2,1746.0,3.9,14.5,90.0,2.5,5.8,452.0,138.0,8.0,130.0,13.0,40.0,76.0,,,534.3,33.0,254.6,986.0,2012,59504707,17507849,29.42,1140065,169,87,256
2013,Lassen,06035,32995.0,24496.0,128.2,25.4,102.1,155.9,39.9,88.4,1736.0,4.1,13.8,97.8,2.8,7.7,523.6,130.0,4.0,126.0,13.0,35.0,72.0,,,530.7,35.0,257.9,1052.7,2013,53708888,17066873,31.78,1032801,262,161,423
2014,Lassen,06035,32836.0,24403.0,115.8,21.4,96.6,156.0,47.5,68.3,1762.0,3.0,7.4,97.0,2.6,6.9,474.3,134.0,,,,,,,,549.1,44.0,248.2,1017.3,2014,55854931,18049300,32.31,906916,235,164,399
2015,Lassen,06035,32668.0,24115.0,92.5,13.7,84.6,151.5,50.0,42.5,1350.0,4.5,7.5,80.2,2.2,4.5,383.6,122.0,,,,,,,,505.9,43.0,214.4,889.0,2015,54970114,18320439,33.33,1273996,101,59,160
2016,Lassen,06035,32378.0,23635.0,99.5,9.4,85.9,138.2,60.2,39.3,1193.0,7.8,15.0,64.9,2.3,4.2,421.0,102.0,,,,,,,,431.6,22.0,201.1,851.0,2016,64714622,19500889,30.13,1308420,93,52,145
2017,Lassen,06035,32851.0,23826.0,78.0,11.4,67.1,161.2,51.8,26.2,1128.0,4.8,9.4,59.0,2.7,2.7,327.4,95.0,,,,,,,,398.7,28.0,171.1,718.2,2017,63161097,20666001,32.72,1330332,91,35,126
2018,Lassen,06035,32824.0,23576.0,120.2,32.0,88.2,190.8,57.2,63.0,1119.0,2.7,11.5,94.3,3.9,7.9,510.1,105.0,6.0,99.0,9.0,32.0,52.0,,8.0,445.4,51.0,222.7,944.6,2018,63786933,21988416,34.47,1637122,89,39,128
2019,Lassen,06035,33148.0,23658.0,104.0,34.2,70.8,211.4,36.6,85.7,1102.0,1.2,14.2,76.7,2.4,10.6,439.6,94.0,7.0,87.0,9.0,25.0,48.0,,7.0,397.3,41.0,193.2,816.6,2019,64836759,22805479,35.17,1586315,70,17,87
2020,Lassen,06035,32317.0,22786.0,102.3,,,213.0,,102.3,1101.0,,,,,,449.0,,,,,,,,,,,,,2020,74114079,22867713,30.85,2131107,74,33,107
2021,Lassen,06035,31813.0,22079.0,115.5,,,213.0,,115.5,1101.0,,,,,,523.1,,,,,,,,,,,,,2021,72872635,22970684,31.52,2059745,57,35,92
2022,Lassen,06035,29904.0,20089.0,107.0,,,213.0,,107.0,1101.0,,,,,,532.6,,,,,,,,,,,,,2022,81020809,24397572,30.11,2085329,75,39,114
2023,Lassen,06035,29904.0,20089.0,92.2,,,213.0,,92.2,1101.0,,,,,,459.2,,,,,,,,,,,,,2023,78686446,26463952,33.63,2095556,68,33,101
2024,Lassen,06035,29904.0,20089.0,95.0,,,213.0,,95.0,1101.0,,,,,,472.9,,,,,,,,,,,,,2024,81977873,25087903,30.6,2135104,67,44,111
2000,Los Angeles,06037,9538191.0,6345857.0,19787.7,2163.2,17555.7,24251.5,12159.0,7628.7,203241.0,6171.6,9434.1,3223.1,206.4,20.0,311.8,55704.0,3471.0,52233.0,22654.0,21671.0,8951.0,262.0,180.0,877.8,35532.0,74496.4,1173.9,,,,,,,,
2001,Los Angeles,06037,9626034.0,6425162.0,19549.4,2131.3,17491.6,24433.6,12210.6,7338.8,208759.0,6874.1,8760.1,3317.4,175.3,24.5,304.3,53567.0,2975.0,50592.0,21811.0,21140.0,8202.0,247.0,167.0,833.7,33818.0,72954.1,1135.4,,,,,,,,
2002,Los Angeles,06037,9705913.0,6504595.0,19678.2,2159.4,17501.5,22345.8,12979.0,6699.2,198367.0,6974.6,8567.2,3354.5,115.6,25.2,302.5,53098.0,2837.0,50261.0,21275.0,21349.0,8034.0,240.0,158.0,816.3,31224.0,72692.0,1117.5,,,,,,,,
2003,Los Angeles,06037,9767145.0,6572707.0,16842.9,1828.0,15741.0,22156.9,12886.2,3956.7,202712.0,6432.4,7551.6,2981.3,101.2,18.7,256.3,54157.0,3101.0,51056.0,21415.0,22273.0,7962.0,249.0,148.0,824.0,31299.0,69872.5,1063.1,2003,11090011999,3111616181,28.06,252047493,50508,10368,60876
2004,Los Angeles,06037,9793263.0,6623389.0,17122.0,1792.5,15688.3,21958.8,12902.0,4220.0,208723.0,6258.7,7920.3,2912.1,116.0,17.9,258.5,55325.0,3452.0,51873.0,21683.0,22942.0,8105.0,277.0,142.0,835.3,31794.0,67687.2,1021.9,2004,11296198268,3270351129,28.95,250097326,51916,9887,61803
2005,Los Angeles,06037,9786373.0,6656941.0,18221.7,2054.3,16627.1,21216.9,13539.9,4681.9,221843.0,6569.2,8649.2,2918.5,127.7,14.3,273.7,56151.0,3518.0,52633.0,21754.0,23687.0,8051.0,270.0,147.0,843.5,30795.0,72017.7,1081.8,2005,11417657981,3426001446,30.01,255010575,52816,8306,61122
2006,Los Angeles,06037,9737955.0,6670736.0,18016.3,2129.0,16268.8,21474.1,12771.0,5245.4,210923.0,6360.2,8332.9,2700.3,125.3,9.3,270.1,58163.0,3698.0,54465.0,22789.0,24541.0,8019.0,272.0,153.0,871.9,34944.0,73081.7,1095.6,2006,11696722235,3657503701,31.27,274460446,54656,6804,61460
2007,Los Angeles,06037,9700359.0,6675706.0,19028.8,2166.7,16964.4,21958.9,13430.5,5598.3,204452.0,6779.7,8977.0,2764.6,98.2,12.3,285.0,58387.0,3698.0,54689.0,22757.0,24930.0,7862.0,292.0,158.0,874.6,32783.0,74213.7,1111.7,2007,12356375298,4045859470,32.74,301472948,55384,5851,61235
2008,Los Angeles,06037,9735147.0,6715023.0,18863.0,1978.3,16928.2,22742.4,11902.2,6960.7,204696.0,6575.7,9101.2,2651.5,87.5,10.7,280.9,58158.0,3711.0,54447.0,22735.0,25133.0,7432.0,289.0,168.0,866.1,32402.0,76766.5,1143.2,2008,13390566398,4417449562,32.99,333286041,56286,4961,61247
2009,Los Angeles,06037,9787400.0,6764583.0,18882.3,1991.7,17068.1,22078.9,11701.5,7180.8,193933.0,6478.1,9202.7,2820.5,100.9,7.2,279.1,57049.0,3446.0,53603.0,22224.0,24808.0,7202.0,292.0,137.0,843.4,28860.0,75928.0,1122.4,2009,13947920013,4590213722,32.91,366758274,55062,3505,58567
2010,Los Angeles,06037,9823215.0,6801108.0,16237.7,1915.5,14341.4,18810.6,11247.2,4990.5,178449.0,5427.8,7806.4,2503.1,84.0,9.0,238.8,54971.0,3315.0,51656.0,21128.0,24338.0,6753.0,288.0,129.0,808.3,26404.0,71205.6,1047.0,2010,13994578119,4563267443,32.61,348524312,52764,2060,54824
2011,Los Angeles,06037,9880172.0,6850513.0,14598.6,1920.9,12804.0,18535.3,9549.5,5049.2,171187.0,4785.8,6997.2,2334.9,88.2,7.1,213.1,50989.0,2788.0,48201.0,19375.0,22887.0,6073.0,277.0,112.0,744.3,21698.0,65584.6,957.4,2011,14228721923,4471023516,31.42,357731772,53786,588,54374
2012,Los Angeles,06037,9942449.0,6888643.0,17796.9,2422.5,15486.4,19376.5,10142.5,7654.4,170369.0,5558.0,8609.6,3037.1,104.3,4.3,258.4,46830.0,2159.0,44671.0,17839.0,21186.0,5210.0,306.0,118.0,679.8,10581.0,64587.3,937.6,2012,14317792322,4587366613,32.04,370198722,58168,301,58469
2013,Los Angeles,06037,10002549.0,6926000.0,18556.6,2505.0,16131.1,22516.4,9860.5,8696.1,164021.0,5704.9,8981.9,3252.6,107.7,5.8,267.9,46751.0,2117.0,44634.0,17647.0,21289.0,4934.0,295.0,117.0,675.0,11394.0,65158.3,940.8,2013,14865227666,4764599165,32.05,411619408,55590,218,55808
2014,Los Angeles,06037,10053348.0,6950994.0,18524.9,2512.8,16123.6,21607.8,8459.3,10065.6,163020.0,5756.6,8985.4,3172.3,115.4,10.7,266.5,45815.0,2048.0,43767.0,17250.0,21089.0,4763.0,306.0,108.0,659.1,11163.0,64327.2,925.4,2014,15338824039,4914176812,32.04,424613053,55162,103,55265
2015,Los Angeles,06037,10101108.0,6974472.0,16637.7,2198.7,14310.6,20497.4,8431.7,8206.1,156712.0,4957.7,8208.7,2632.4,91.1,9.2,238.6,43337.0,1898.0,41439.0,16123.0,20486.0,4313.0,297.0,98.0,621.4,9828.0,59974.7,859.9,2015,16078653010,5218397698,32.46,453955558,46412,74,46486
2016,Los Angeles,06037,10123056.0,6980934.0,16305.4,2129.7,14085.5,20729.6,10187.7,6117.7,155919.0,4844.6,8203.9,2523.7,70.1,3.5,233.6,43381.0,1932.0,41449.0,16006.0,20799.0,4299.0,281.0,102.0,621.4,10111.0,59686.4,855.0,2016,16643549417,5473086494,32.88,473330733,44947,81,45028
2017,Los Angeles,06037,10124649.0,6967749.0,16837.5,2173.1,14744.7,21876.8,10547.2,6290.3,148132.0,5020.2,8613.9,2607.2,77.3,6.5,241.6,43329.0,1904.0,41425.0,16042.0,20851.0,4251.0,273.0,94.0,621.9,10411.0,60166.5,863.5,2017,17460276600,5684355050,32.56,499174576,43286,336,43622
2018,Los Angeles,06037,10098033.0,6936550.0,16675.2,2147.9,14614.1,21263.6,10944.7,5730.5,134599.0,4917.0,8630.4,2525.4,98.3,10.7,240.4,42139.0,1820.0,40319.0,15522.0,20571.0,3985.0,291.0,90.0,607.5,9931.0,58739.8,846.8,2018,18540254521,5733805818,30.93,526660553,36682,407,37089
2019,Los Angeles,06037,10052530.0,6889738.0,16933.9,1933.2,15065.5,21011.3,11596.0,5337.9,123947.0,5097.9,8892.6,2334.2,106.1,11.2,245.8,40296.0,1687.0,38609.0,14880.0,19859.0,3655.0,270.0,71.0,584.9,9519.0,56783.3,824.2,2019,22325656913,7519515710,33.68,537405953,35250,538,35788
2020,Los Angeles,06037,9992236.0,6833762.0,14049.7,1269.4,12681.3,21333.5,9005.4,5044.4,99732.0,4134.7,7570.1,1735.4,80.1,10.8,205.6,,,,,,,,,,,,,2020,24066786922,7752608447,32.21,550239544,33315,502,33817
2021,Los Angeles,06037,9811842.0,6688042.0,14343.0,1322.6,12925.2,21388.8,7683.8,6659.3,75612.0,4119.2,7819.1,1782.4,77.1,12.2,214.5,,,,,,,,,,,,,2021,26019219296,7959753076,30.59,566730255,26322,215,26537
2022,Los Angeles,06037,9721138.0,6620235.0,13790.2,1453.1,12359.4,21391.0,6656.4,7133.9,77994.0,4053.1,7482.4,1737.1,80.4,11.4,208.3,,,,,,,,,,,,,2022,26233684988,8500393674,32.4,593519665,24446,143,24589
2023,Los Angeles,06037,9721138.0,6620235.0,13008.2,1469.6,12032.9,21391.0,6699.1,9658.7,83677.0,3957.4,7333.6,1692.7,84.9,10.2,196.5,,,,,,,,,,,,,2023,28320858117,8912790832,31.47,591514458,22498,187,22685
2024,Los Angeles,06037,9721138.0,6620235.0,12473.0,,,21391.0,,12473.0,84130.0,,,,,,188.4,,,,,,,,,,,,,2024,30360772036,9385721007,30.91,629009003,17473,4607,22080
2000,Madera,06039,123587.0,79695.0,293.2,29.8,255.6,292.0,202.6,90.5,5187.0,26.8,165.7,86.2,0.9,5.8,367.9,759.0,75.0,684.0,107.0,357.0,264.0,,,952.4,742.0,1050.5,1318.2,,,,,,,,
2001,Madera,06039,125581.0,80979.0,321.0,33.2,286.5,296.5,251.1,69.9,5177.0,31.8,181.2,96.1,1.1,7.8,396.4,734.0,65.0,669.0,101.0,348.0,253.0,,17.0,906.4,643.0,1054.3,1302.0,,,,,,,,
2002,Madera,06039,128369.0,82797.0,337.0,33.7,298.1,314.5,271.7,65.3,5818.0,30.0,190.2,100.2,1.0,7.1,407.0,766.0,64.0,702.0,98.0,411.0,231.0,,13.0,925.1,688.0,1097.8,1325.8,,,,,,,,
2003,Madera,06039,132738.0,85778.0,347.8,35.7,309.8,316.0,252.4,95.3,7150.0,29.9,196.8,105.6,2.3,8.4,405.4,751.0,61.0,690.0,92.0,389.0,241.0,,16.0,875.5,629.0,1084.3,1264.1,2003,126704273,37704862,29.76,3216715,1917,856,2773
2004,Madera,06039,137106.0,88832.0,359.8,44.7,315.1,316.0,219.6,140.2,7095.0,32.5,200.6,112.5,2.8,10.5,405.0,786.0,77.0,709.0,100.0,383.0,278.0,,16.0,884.8,624.0,1132.9,1275.4,2004,128242327,40867236,31.87,3050464,2503,1308,3811
2005,Madera,06039,140313.0,91280.0,377.5,46.8,330.7,318.4,271.3,106.2,6820.0,29.7,226.4,109.7,2.8,9.0,413.6,796.0,67.0,729.0,105.0,405.0,262.0,,18.0,872.0,658.0,1158.4,1269.1,2005,135653661,42395499,31.25,3005463,2731,1180,3911
2006,Madera,06039,143622.0,93594.0,399.2,45.3,349.1,330.5,315.9,83.4,7069.0,28.0,254.2,104.7,3.9,8.4,426.6,776.0,56.0,720.0,95.0,400.0,255.0,,17.0,829.1,765.0,1158.6,1237.9,2006,163375839,43370167,26.55,3273584,2479,821,3300
2007,Madera,06039,146067.0,95250.0,416.8,53.3,358.7,343.4,329.7,87.0,6830.0,29.3,265.4,109.3,4.0,8.8,437.5,811.0,64.0,747.0,95.0,438.0,253.0,0.0,19.0,851.4,791.0,1209.6,1269.9,2007,184825916,53184575,28.78,4773005,2416,791,3207
2008,Madera,06039,148359.0,96701.0,442.0,67.2,371.3,356.2,349.7,92.3,6490.0,31.0,281.5,115.9,4.3,9.3,457.1,797.0,73.0,724.0,99.0,425.0,245.0,0.0,20.0,824.2,709.0,1219.3,1260.9,2008,177777058,55640401,31.3,4399871,2626,871,3497
2009,Madera,06039,149234.0,97063.0,428.5,62.1,350.6,369.1,339.0,89.5,5924.0,30.1,272.9,112.4,4.2,9.0,441.5,753.0,78.0,675.0,90.0,412.0,218.0,0.0,23.0,775.8,651.0,1160.3,1195.4,2009,179255309,57937839,32.32,4638695,2919,828,3747
2010,Madera,06039,150997.0,98175.0,367.2,52.1,303.9,382.0,290.6,76.7,5441.0,25.8,233.9,96.3,3.6,7.7,374.1,657.0,70.0,587.0,92.0,342.0,199.0,,14.0,669.2,484.0,1001.6,1020.2,2010,177923663,55300575,31.08,4470031,3059,783,3842
2011,Madera,06039,151552.0,98441.0,417.2,61.5,347.7,394.9,330.1,87.1,5412.0,29.3,265.7,109.4,4.1,8.8,423.9,582.0,73.0,509.0,92.0,297.0,168.0,,15.0,591.2,401.0,975.1,990.5,2011,175060128,51741589,29.56,3316949,2990,580,3570
2012,Madera,06039,151251.0,97415.0,445.0,61.3,380.0,407.7,352.1,92.9,5589.0,31.3,283.4,116.7,4.3,9.4,456.8,540.0,61.0,479.0,84.0,281.0,152.0,,12.0,554.3,187.0,959.3,984.8,2012,182832455,52127113,28.51,3742215,3127,551,3678
2013,Madera,06039,150906.0,96819.0,444.8,55.9,396.1,445.2,371.2,73.6,5894.0,40.6,265.2,128.9,5.0,11.4,459.4,595.0,72.0,523.0,88.0,308.0,154.0,,,614.5,219.0,1017.9,1051.3,2013,187712008,55255946,29.44,3771485,3059,450,3509
2014,Madera,06039,152842.0,98108.0,461.2,56.6,414.4,554.0,390.6,70.6,5758.0,45.0,269.3,138.9,4.3,13.9,470.1,578.0,68.0,510.0,79.0,308.0,152.0,4.0,11.0,589.1,243.0,1037.6,1057.6,2014,186193727,56661263,30.43,4492282,2983,484,3467
2015,Madera,06039,152772.0,97583.0,393.5,46.5,341.5,563.0,302.2,91.3,4587.0,31.0,234.9,106.7,1.9,13.4,403.2,578.0,73.0,505.0,77.0,326.0,137.0,,,592.3,218.0,971.5,995.6,2015,196512424,62327415,31.72,7752791,2811,538,3349
2016,Madera,06039,152858.0,97251.0,422.8,47.7,370.0,563.0,311.9,110.9,4788.0,33.4,251.2,117.0,1.9,14.2,434.7,589.0,72.0,517.0,78.0,330.0,140.0,4.0,16.0,605.6,195.0,1000.3,1028.6,2016,207567254,74607860,35.94,13340599,2792,548,3340
2017,Madera,06039,154085.0,97819.0,433.5,53.5,409.0,563.2,356.4,77.1,4941.0,36.9,268.2,136.2,8.2,13.5,443.2,634.0,59.0,575.0,82.0,366.0,149.0,6.0,11.0,648.1,228.0,1021.8,1044.5,2017,228616422,72660677,31.78,5154077,2748,563,3311
2018,Madera,06039,155243.0,98295.0,449.2,58.9,391.9,563.9,340.5,108.8,4974.0,36.1,270.7,125.3,9.8,8.8,457.0,680.0,51.0,629.0,75.0,402.0,166.0,5.0,14.0,691.8,250.0,1125.4,1145.0,2018,242911881,77995180,32.11,5044315,2860,601,3461
2019,Madera,06039,155463.0,97975.0,473.0,56.4,426.9,564.0,362.0,111.0,5307.0,35.3,308.3,123.4,5.9,9.7,482.8,664.0,34.0,630.0,71.0,404.0,155.0,,,677.7,267.0,1137.0,1160.5,2019,269572469,89159118,33.07,5962538,2805,639,3444
2020,Madera,06039,156343.0,98317.0,394.4,43.3,358.4,564.0,243.9,150.5,4788.0,27.3,260.8,93.8,4.6,13.8,401.2,,,,,,,,,,,,,2020,365864222,97652491,26.69,6377922,2682,597,3279
2021,Madera,06039,158910.0,100435.0,415.2,54.1,363.2,564.0,247.8,167.4,4537.0,33.6,264.5,101.8,2.5,14.0,413.4,,,,,,,,,,,,,2021,317771980,95126912,29.94,6146760,2847,817,3664
2022,Madera,06039,160256.0,101382.0,415.2,51.3,362.2,564.0,326.8,88.4,4553.0,39.2,257.6,101.8,2.9,9.0,409.6,,,,,,,,,,,,,2022,345339100,104810700,30.35,6413053,2833,806,3639
2023,Madera,06039,160256.0,101382.0,414.0,47.2,366.8,564.0,331.6,248.2,4707.0,42.2,266.3,88.4,5.0,6.0,408.4,,,,,,,,,,,,,2023,393404409,117780180,29.94,7407962,2840,845,3685
2024,Madera,06039,160256.0,101382.0,434.0,,,564.0,,434.0,4720.0,,,,,,428.1,,,,,,,,,,,,,2024,397723418,131328664,33.02,7551845,2733,892,3625
2000,Marin,06041,247520.0,171991.0,288.0,42.4,247.9,377.0,250.9,37.1,5830.0,61.4,61.9,139.3,26.8,1.0,167.4,412.0,22.0,390.0,137.0,46.0,207.0,,,239.6,280.0,698.3,406.0,,,,,,,,
2001,Marin,06041,247866.0,171923.0,289.8,38.7,253.8,377.0,251.8,38.0,5122.0,67.0,60.7,153.3,10.3,1.0,168.5,384.0,23.0,361.0,122.0,44.0,195.0,,,223.4,281.0,673.6,391.8,,,,,,,,
2002,Marin,06041,246225.0,170365.0,284.0,44.5,237.8,377.0,243.0,41.0,6331.0,67.3,56.7,148.4,8.3,1.0,166.7,403.0,19.0,384.0,118.0,57.0,204.0,,,236.6,288.0,687.0,403.3,,,,,,,,
2003,Marin,06041,245054.0,168891.0,286.0,44.3,244.7,377.0,253.7,32.3,4898.0,76.9,55.8,147.0,8.0,1.0,169.3,414.0,28.0,386.0,121.0,59.0,207.0,,,245.1,266.0,700.0,414.5,2003,313153922,102575997,32.76,7521384,1208,1195,2403
2004,Marin,06041,243769.0,167090.0,294.0,39.9,260.6,377.0,273.4,20.6,5239.0,75.1,67.1,148.4,7.3,1.5,176.0,387.0,23.0,364.0,113.0,57.0,184.0,,,231.6,226.0,681.0,407.6,2004,323643137,107062497,33.08,7975755,1242,1258,2500
2005,Marin,06041,244206.0,166709.0,311.8,42.2,267.6,376.8,269.4,42.4,4956.0,72.4,69.1,156.5,8.7,1.5,187.0,378.0,25.0,353.0,102.0,56.0,192.0,5.0,6.0,226.7,241.0,689.8,413.7,2005,329760867,105767555,32.07,8114393,1318,1207,2525
2006,Marin,06041,244580.0,166281.0,319.8,45.0,269.5,376.1,260.2,59.5,5967.0,72.5,73.4,156.6,10.1,1.0,192.3,387.0,23.0,364.0,102.0,61.0,195.0,,,232.7,233.0,706.8,425.0,2006,367428363,118250327,32.18,8911513,1292,1296,2588
2007,Marin,06041,246248.0,166601.0,306.5,47.1,261.9,376.0,249.8,56.7,3370.0,71.8,80.5,145.0,9.5,1.0,184.0,415.0,26.0,389.0,106.0,63.0,217.0,,,249.1,241.0,721.5,433.1,2007,389448430,119181368,30.6,10655901,1288,1222,2510
2008,Marin,06041,248398.0,166508.0,312.2,45.3,272.7,376.0,252.1,60.2,7566.0,80.5,75.7,150.5,9.7,1.0,187.5,429.0,19.0,410.0,105.0,77.0,219.0,,,257.6,222.0,741.2,445.2,2008,441484371,128389062,29.08,12406784,1321,1213,2534
2009,Marin,06041,250862.0,166773.0,314.5,36.9,277.9,376.0,249.9,64.6,7322.0,79.3,72.0,151.0,9.2,1.0,188.6,440.0,22.0,418.0,114.0,78.0,221.0,,,263.8,222.0,753.6,451.8,2009,429371906,126796705,29.53,11740179,1299,1058,2357
2010,Marin,06041,252985.0,166705.0,289.8,28.7,259.8,376.0,231.6,58.1,7358.0,72.4,63.3,140.4,8.1,0.9,173.8,418.0,17.0,401.0,109.0,77.0,204.0,,,250.7,219.0,704.0,422.3,2010,408802238,127719922,31.24,11274813,1291,934,2225
